x	y	extra
166.01368620148318	152.44256032264278	[]
165.9918424204862	152.11032036802152	[]
166.02761207015527	151.95870273528845	[]
166.0025984383089	151.9773851318186	[]
165.8037803513282	151.9188903199086	[]
165.73007368215949	152.10380241516967	[]
165.65116172282504	152.16058490957545	[]
165.51503267573696	151.82909163265307	[]
165.54691731340475	151.73529858808044	[]
165.44521159000567	151.56114950406965	[]
165.55118000281928	151.41453870970773	[]
165.37419439716314	151.2078586997636	[]
165.21091564248457	151.12812759127547	[]
165.09531529682943	151.11676604478313	[]
165.08582879572313	151.1331932676796	[]
164.82950653752573	151.08217357851393	[]
164.76480881051944	150.9826324328594	[]
164.85794409027972	150.99244053632418	[]
164.75800465487052	150.96075094553498	[]
164.58766363644764	150.90353093152206	[]
164.65398350993377	150.9022359013981	[]
164.48120469026549	150.82052991150442	[]
164.32606289835036	150.64879813012624	[]
164.27982947130883	150.47822681864236	[]
164.1798248148148	150.35186185185185	[]
163.9648981554822	150.10846251191785	[]
163.96860307952159	149.80736871450745	[]
163.928809053082	149.66767821451333	[]
163.79312604126721	149.52972788551082	[]
163.6145392133807	149.26935645884606	[]
163.50083599118943	149.3998815124816	[]
163.36761641238255	149.37692173760826	[]
163.30880514750484	149.42579807094936	[]
163.25463330327048	149.43309736448938	[]
163.16036838361674	149.48163369720243	[]
163.15297052631578	149.33855166666666	[]
163.03551942365473	148.9923618164436	[]
162.92799690671032	148.83579832515002	[]
162.9111211111111	148.75411430839	[]
162.77870076965215	148.85767456678533	[]
162.7542526717488	148.71205283510298	[]
162.73702298701298	148.4172177922078	[]
162.6147885927737	148.28027804310423	[]
162.49718822683414	148.02485980884762	[]
162.21864308696047	147.5078118067342	[]
162.21133897603485	147.10222496005807	[]
162.23530944731357	146.83157654888103	[]
162.19949942377824	146.66731488694384	[]
162.03277743336983	146.54902423877328	[]
161.96294260473587	146.22660380692164	[]
162.11633133769539	145.67458288258814	[]
161.95467957946477	145.49327415437827	[]
161.95430450629016	145.24853927866772	[]
161.98729354978354	145.03446165945164	[]
161.89660901261658	144.75517547814954	[]
161.86890436684013	144.40656528165798	[]
161.91847000181602	144.20059113139015	[]
162.01991728115627	143.89401963548767	[]
162.03305952851778	143.83769195550673	[]
162.0091499323645	143.53076587240653	[]
161.93883030178327	143.32337534064928	[]
162.0281712368857	143.06415503957297	[]
162.06893437591776	142.41153716593246	[]
162.65093155228303	139.34390182180235	[]
162.56790764466416	136.98818485703208	[]
162.76191476190476	136.4280843612685	[]
162.94856845181673	136.13123037914693	[]
162.94772825396822	135.7627084126984	[]
163.0528142959427	135.4357697454256	[]
163.16262626162617	135.12422242124214	[]
163.03379582202112	134.57547505781798	[]
163.0796104842615	134.14892041162227	[]
162.9963592546395	133.52439900720006	[]
163.03352726956876	133.18006313713468	[]
163.07059217413703	132.7729105667182	[]
163.1129499585921	132.35363318840578	[]
163.1569643990859	131.83017516048614	[]
163.0227227319258	131.6454567903604	[]
163.43778637397347	130.86756106338174	[]
163.4298484542287	130.39648344525392	[]
163.42109626198084	130.05602703940363	[]
163.460353153124	129.6327929934175	[]
163.61319609938292	129.14237223882213	[]
163.44852082536542	128.7858106374327	[]
163.64110347442679	128.3585858377425	[]
163.7040950215875	127.82808483670983	[]
163.87899232579082	127.46449271980187	[]
164.09582646423752	127.12821512820513	[]
164.01734378948566	126.6805893134907	[]
163.57554103120918	126.4629268149994	[]
163.50580338943774	126.1612491755092	[]
164.46400249354915	125.36536303776683	[]
164.50637677377128	124.97406688444603	[]
164.55469191565405	124.45354824160114	[]
164.51788439613526	124.16691821256038	[]
164.63101436681222	123.74273197962155	[]
164.62499467573863	123.42063032610027	[]
164.62939189025144	123.01128214170691	[]
164.64417104026006	122.3252163015754	[]
164.64844455299888	122.0392404790645	[]
164.59374806796487	121.4613820249459	[]
164.65442551812149	121.37775374680959	[]
163.86429375787455	121.38839674335797	[]
164.73938750226012	120.79543812863231	[]
164.627268444619	120.71799900235663	[]
164.7691106117402	120.49747192893402	[]
164.8724233386055	120.12944192302622	[]
164.9096055590801	120.04164362410785	[]
164.9865018553834	119.85645285525095	[]
164.94449935596873	119.57007197790352	[]
164.8996823996724	119.52840202839202	[]
164.86041470330872	119.298615414274	[]
164.990109009901	119.01238623762377	[]
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
0.0	0.0	0
172.8442467601246	145.78207691046998	[]
171.77481037894165	145.2986972377859	[]
170.88674661555018	145.0222053188055	[]
169.94110878499737	144.33704116745903	[]
169.00927288323547	144.0456721004566	[]
167.84292779235815	143.27390682233371	[]
166.85214807315816	143.0377482792375	[]
165.78760040730873	142.41810415048852	[]
164.74865010120175	141.88147742567995	[]
162.4986599754541	140.8407071035837	[]
161.24802077243237	140.3401985175664	[]
160.25544152082583	139.95259672428278	[]
159.19704491152558	139.58310421329506	[]
157.32434392539966	139.1116737063351	[]
152.65762484498754	137.99435261145055	[(164.31886484909305, 152.8423750294745)]
150.15139427464007	137.0938084496124	[(155.5398731212835, 152.20401538539213)]
148.88359208955225	136.61836268103926	[]
147.7602710908286	136.27360221152782	[]
146.6058731921824	135.80923909880565	[]
145.48102265822786	135.4422906448123	[(158.35770158703392, 150.76498408031978)]
144.45026276971066	135.15479111218673	[]
143.41916782706525	134.8572906171649	[]
142.29296201371037	134.39803913453298	[(150.96854598582289, 150.70377722117416)]
141.24097	133.98369	[(146.89658634269026, 149.68698063118612)]
140.37059021193997	133.72322896967788	[(150.73002103560432, 149.82683232677005)]
139.36832724281115	133.2005705730302	[(143.40261516628385, 149.35702475631626)]
138.45224325062034	132.9929793961952	[(140.51976184745916, 148.82318104076066)]
137.3839477176808	132.75887088916207	[(147.29050356370897, 150.22734530667034)]
136.3777067487086	132.38165691583106	[(144.28046992173415, 149.38854713230444)]
134.57173495554238	131.61984797668444	[(142.8591301998948, 148.65089549886025)]
133.58428523299622	131.2722685762443	[(143.52302863816257, 148.71286052261271)]
132.3891276470588	130.77667666666665	[]
131.3690749577629	130.56919147392952	[(138.52856748626226, 147.7114754276197)]
130.45889568683958	130.22123958693564	[]
129.42412143131602	129.9279638904899	[(140.17624251147112, 147.94366339736868)]
128.5309691642925	129.44255510921178	[(142.0466982295036, 147.21814622087845)]
127.48296832146586	129.20830773094085	[]
126.39627711686363	128.6706158900769	[]
125.35158777157218	128.45872730429116	[]
124.35004247054457	128.3249937647277	[]
123.28550084552397	128.01022253105162	[]
122.34294289449625	127.67060791552386	[]
121.42620504615665	127.51184621241202	[(139.92789728834975, 146.52887024766235)]
120.49070281757922	127.33270772087533	[]
119.52987564996369	126.93292575889615	[(132.53295685335232, 145.53653913855646)]
118.5559868869628	126.7954235066811	[]
117.76714186616569	126.63062370549292	[(134.79185267850912, 145.20151196772213)]
116.86544934542867	126.60193102454643	[]
114.74169435951875	126.51115649681529	[]
111.47270890795632	126.21096510487087	[]
110.35580257717655	125.90661770031218	[]
109.54372867979954	125.79092066182824	[]
108.89822751485404	125.60863826143115	[]
107.56712954199777	125.35436358455097	[]
107.03902611535199	125.24742306191688	[]
106.41960287531806	125.10535351145039	[]
105.85357211624189	125.04534602489696	[]
105.24127582278481	124.77570620253165	[]
104.84999326639893	124.85827639892905	[]
104.1727532738245	124.61454356801609	[]
103.73081442558855	124.52783630396806	[]
103.14560576929433	124.46472657577259	[]
102.6978672019525	124.34856630015719	[]
102.03368086523422	124.22895541862188	[]
101.64777168262542	124.09371652262868	[]
101.18495939601698	123.76355880835781	[]
100.65560655596556	123.44027240262402	[]
100.36455248366013	123.32786947712418	[]
