x	y	extra
174.23982841763942	130.3384016990921	[]
174.1961346399581	130.2182608510081	[]
174.27301850734725	130.22880608146428	[]
174.16181096016606	130.1241828298949	[]
174.12204080135734	130.20100190811797	[]
174.12795348508635	130.2870325013082	[]
174.09315678067105	130.28981437880554	[]
174.01935984520125	130.23840009287926	[]
173.92260144770736	130.17852622874807	[]
173.85286401365803	130.0701040600438	[]
173.89767421473738	129.91328913279133	[]
173.82903686720658	130.0578580524489	[]
173.70018907393194	130.02482453057047	[]
173.7301080766781	130.0512136683225	[]
173.45649854961832	129.95293620865138	[]
173.30064856960408	130.01290910600255	[]
173.27210838585702	130.0493310351012	[(169.59732365704946, 125.80725311109147)]
173.2367748934813	130.01531807500956	[]
173.07033939081774	129.7816455080758	[]
173.06071975918883	129.7740277439797	[]
173.03336879806469	129.6297528062134	[]
173.08888210473313	129.52078039274926	[]
172.9253887878788	129.40720696969697	[]
172.9302484576357	129.37494658041604	[]
172.93306439330544	129.38558119310255	[]
172.98218671596513	129.30389067248134	[]
172.86999354222053	129.1882616774275	[]
172.79320470699435	129.28910892879645	[]
172.81277489653453	129.0425181027175	[]
172.6700449301397	128.88411678642714	[]
172.8434708652163	129.0517729407352	[]
172.69217417910448	128.87476124378108	[]
172.7451951851852	128.76828160493827	[]
172.7639509852463	128.57115278569643	[]
172.90539356334702	128.61420868208378	[]
172.88130899216125	128.481532956327	[]
172.8118218118118	128.42956455455456	[]
172.86975474474474	128.50388887887888	[]
172.95246134269524	128.56862295885685	[]
173.0390600673277	128.61452830089362	[]
173.07905411764708	128.6560149019608	[]
172.86146756908778	128.74248982391782	[]
172.9311162163485	128.64538444933922	[]
172.91523935779816	128.78618737003058	[]
172.9891231498471	128.59854211009176	[]
172.8817737718334	128.69208279833882	[]
172.69596333576376	128.36749086037184	[]
172.6708602522456	128.6259482305894	[]
172.60842304881038	128.46959547951926	[]
172.53277773638263	128.35965588712654	[]
172.67981236201493	128.19535827669318	[]
172.55997084189917	128.34912894273128	[]
172.51323556943424	128.30383072005878	[]
172.51000756157035	128.2777471372836	[]
172.46822088189165	128.247205077814	[]
172.5923186284532	127.99063918340026	[]
172.40307681270536	127.91615944626993	[]
172.46927627793974	127.9550634499514	[]
172.63001360620268	128.00361620266858	[]
172.52754623188406	128.01498584541062	[]
172.40120904076738	128.0224320623501	[]
172.296763875969	128.1188326744186	[]
172.23878745940783	128.01911219675262	[]
172.26303551203736	128.17955246017485	[]
172.08424067719548	128.0478683393156	[]
171.93024255813953	127.98832246273106	[]
171.7220925852783	128.0326850448833	[]
171.5158887010506	128.13635192932185	[]
171.3446933930705	127.99630629629628	[]
170.7917064073281	127.92756174875089	[]
170.59174494834343	127.92400952499702	[]
170.18404889481798	127.86850282580339	[]
169.94051587816173	127.78352739698373	[]
169.14837969270465	127.63055187192118	[]
167.08693699490664	127.37895736842106	[]
164.56958494407158	127.03054691275167	[]
163.82465349376113	126.85662764705883	[]
163.57851039110514	127.01956525757068	[]
163.14640105388006	126.91619660341127	[]
162.98220684245885	126.85456156197515	[]
162.48861589812333	126.9285175960679	[(181.9452813792518, 134.94173467787272)]
162.017928753478	126.66845741235393	[]
161.82041998217468	126.71112853832442	[]
161.4977314627098	126.75248304657107	[]
161.03285017036538	126.72316624299484	[]
160.78554839265726	126.73114946720393	[]
160.3016341299304	126.69142531322507	[]
159.9662322222222	126.70001	[]
159.68445593536845	126.6230671396623	[]
159.5182304337134	126.46066280572322	[]
158.93697724988783	126.50191668461193	[]
158.71400594320488	126.5032779738562	[]
158.1371846789408	126.39812342197976	[]
157.76072267478574	126.56067756878664	[]
157.3520954642573	126.55007250710308	[]
156.81718861205914	126.62572103526735	[]
156.44003718314644	126.64334446596443	[]
155.87809219178084	126.60012415525114	[]
155.31848725162487	126.44046961002786	[]
154.8768418213538	126.41254779948825	[]
154.6959512176347	126.46618681362257	[]
154.026017198421	126.61942251596423	[]
0.0	0.0	0
153.15887424967735	126.52998770738002	[]
152.6777520507324	126.41015648088603	[]
151.72922839895944	126.2937311777226	[]
151.51739095238094	126.25024809523808	[]
150.75660859070823	126.33298503881524	[]
150.2449985968071	126.09663705557556	[]
0.0	0.0	0
0.0	0.0	0
148.9806371945756	126.09481566654559	[]
159.8851502348821	140.25890865048456	[]
146.89301411522632	126.94505962478817	[]
146.7793595345182	127.08053230685528	[]
0.0	0.0	0
146.1610394117647	127.02831882352942	[]
