x	y	extra
0	0	0
0	0	0
413.6331779446699	240.73430559464742	[]
413.0936837914216	234.03254956868932	[]
415.83560590719117	242.01038613488976	[]
0	0	0
412.3738090350324	234.43751786658277	[]
423.1605637227504	247.72670642279576	[]
424.3200462647325	246.14648929888182	[]
422.0318197518604	237.18464741578043	[]
0	0	0
422.9192403179631	237.4655033708788	[]
423.5456608113378	237.2327327987093	[]
426.3888380060882	246.74381517503804	[]
426.3649971337262	243.62448082261145	[]
0	0	0
424.2380755009714	237.2311368387455	[]
423.6626107561167	238.1051530201869	[]
428.89151854781136	247.4919005379172	[]
424.39738159840243	237.39512934615024	[]
423.8898599765588	237.82295889826534	[]
426.83624517537214	244.23664330249247	[]
0	0	0
423.7126115687379	237.87744647550608	[]
427.3822724839232	244.4822277486999	[]
427.60630080480803	247.30844858685705	[]
0	0	0
424.60417666666666	236.93760048136082	[]
423.7252187437845	238.00746848578666	[]
425.7364260854215	245.56483677459167	[]
424.0464775858564	237.41145137277996	[]
428.01009052123663	247.4151861017887	[]
425.1746941759089	236.9071565832029	[]
427.859703010902	247.40585947033568	[]
425.2016308646141	237.26281506003627	[]
425.77404398906356	237.03858236857033	[]
425.80736666485797	236.96815523421955	[]
423.5693184590279	235.5385563526506	[]
425.9592207369046	237.63512443400322	[]
425.7979678991538	238.41554022355874	[]
428.98534075006916	248.09918889104162	[]
426.08898542756936	237.65255719774086	[]
425.49167190203923	239.39530731275013	[]
426.57437878173164	237.90957901850967	[]
426.1801776624519	238.60864322680746	[]
430.1768741676743	244.45127964933494	[]
429.2383324992457	245.20007034175373	[]
426.53434001107416	238.93850206349205	[]
0	0	0
429.8058398072402	249.48068700987307	[]
425.81515353071694	238.58677558960844	[]
429.6939649339549	249.08215452214452	[]
426.6398617700133	238.54289081756664	[]
426.75225292615596	238.60178133655393	[]
427.8333730210189	247.51286476784227	[]
428.06508010722274	247.10982501119358	[]
427.1069909610154	238.3099572301648	[]
427.0238694040968	238.08576418994414	[]
427.31751609641714	238.02169917651472	[]
426.91982335247667	238.30070394592008	[]
427.47158449806267	237.62426736761768	[]
426.2278659282733	240.5077906976864	[]
427.6011127208438	237.5567162207839	[]
