x	y	extra
0	0	0
0	0	0
0	0	0
0	0	0
420.4069522977846	246.0174301442555	[]
0	0	0
423.33776603283854	243.08622499847968	[]
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
427.1822860860116	241.09052162077165	[]
428.47942275218986	247.1294242783017	[]
0	0	0
0	0	0
0	0	0
0	0	0
428.88539439876087	248.1644081351106	[]
0	0	0
0	0	0
429.037068080808	248.4069544444444	[]
0	0	0
0	0	0
0	0	0
0	0	0
0	0	0
424.84873203060044	236.81149845847705	[]
429.71717098283574	249.29498955109005	[]
0	0	0
429.1979080951487	248.48792091927058	[]
0	0	0
429.90914340188834	248.30028110404785	[]
429.58593054355003	248.33579685791574	[]
0	0	0
0	0	0
0	0	0
430.88273241492453	248.82723414924533	[]
0	0	0
431.15631064263755	245.32923604079352	[]
431.31066006915626	248.41135163208853	[]
0	0	0
431.21196084732145	244.24571984927582	[]
430.90657726369056	248.52348183077248	[]
0	0	0
431.63786431773235	245.582024941771	[]
430.9850864414455	249.12043187167563	[]
431.3586594043277	249.1154670872842	[]
431.01497783112666	244.45396331525495	[]
431.4140265970076	249.00909595311649	[]
0	0	0
431.58852073190656	249.98580554382323	[]
426.64387588310325	238.76740100724342	[]
0	0	0
0	0	0
0	0	0
430.9600067410787	244.6639880565966	[]
431.0003871450122	248.98539563077503	[]
431.4797485620914	244.65663633847865	[]
0	0	0
0	0	0
0	0	0
0	0	0
428.34671601185033	236.84274636384927	[]
432.56771182354254	247.15409774797294	[]
428.86896641445003	243.44094426300535	[]
429.1076322660283	235.6580171341406	[]
432.53474370287523	246.12542735550585	[]
433.1127165302911	245.81941073432992	[]
432.9250751106056	245.26434257508322	[]
424.5618606400321	238.4249856041559	[]
0	0	0
428.94303401363607	234.62062964205143	[]
429.9037375985663	232.04784751493426	[]
429.42783618503785	237.02981571299662	[]
0	0	0
0	0	0
0	0	0
424.2505123265651	218.58675386632825	[]
0	0	0
425.8049717102744	217.132295683897	[]
425.40103054888976	216.7117738946352	[]
0	0	0
421.67033564946945	213.4478694950604	[]
425.74194548387095	214.10421332355816	[]
425.8838088192552	213.2724895640327	[]
0	0	0
0	0	0
423.95288795219903	209.87261642059113	[]
