x	y	extra
166.4053635617752	152.27693039410585	[]
166.2551236862435	151.96287542006849	[]
173.02921	150.61127666666664	[]
166.51016840220385	151.7073102754821	[]
166.03866369445174	151.93146762117624	[]
166.33799690106858	151.826535336091	[]
166.06192842768934	151.89026132620225	[]
166.19053523171988	151.6975726501888	[]
165.95123161788828	151.6185026184926	[]
166.05767923736073	151.4274307369323	[]
170.22099976109214	149.02510954493744	[]
165.95983294858698	150.8913106469186	[]
165.4279988946729	150.9975807096998	[]
172.38956039364956	149.83435185698482	[]
165.80017813787305	150.85574770491803	[]
165.37891057279643	150.9835955347525	[]
165.58944396226414	150.68638316561842	[]
165.5696780080483	150.68143186452045	[]
165.2488776396578	150.6993054202315	[]
165.03542932737335	150.74824329076202	[]
164.75491196078428	150.775703035835	[]
164.7443195599393	150.64678120215814	[]
164.82498269137048	150.50769842954375	[]
164.7775652774301	150.21719815185648	[]
165.08676014321955	149.834120811032	[]
165.10154444335618	149.6310090205681	[]
164.40583263612717	149.68127520681264	[]
164.40288890200017	149.48281190810948	[]
164.23027315789474	149.46163280701754	[]
164.09781538302278	149.0849789440994	[]
163.8711936051861	149.14630861982434	[]
164.0740199009901	149.1039703960396	[]
164.14062472715318	149.11925720578566	[]
164.00025752475247	149.16354135313532	[]
163.72905141616565	149.24082496325983	[]
163.6174456402541	149.14252086593112	[]
163.84322929608663	148.5361491418492	[]
163.76210214625348	148.49623888998195	[]
163.43874583188548	148.4818499933813	[]
164.34656335221908	147.83350071451054	[]
163.24755355544545	148.45835365452893	[]
163.15552181102362	148.21154215223098	[]
163.01708075705096	148.03241969816924	[]
163.09192146219038	147.8092752020077	[]
163.2540750406504	147.0628555284553	[]
162.8623611904762	147.0043916137566	[]
163.0854821746924	146.47984378147152	[]
162.61546507536013	146.56783413190107	[]
164.99303587176604	145.22723159730035	[]
163.02679354029706	145.75498118740362	[]
170.01479868881876	144.33544716354186	[]
162.64474468046654	145.25079035156892	[]
169.3430613211382	144.73127270325202	[]
162.58623386223863	144.7709817097171	[]
162.44525044795782	144.4931753491436	[]
162.89491291262135	144.04078669902913	[]
162.49575977304613	144.00545689279525	[]
162.4344613457557	143.67702863354037	[]
162.55628169062965	143.5985887473145	[]
162.6481953152701	143.3719785566148	[]
169.75271655270654	142.91397011396012	[]
162.71433135728543	142.79358950765135	[]
162.7084584635351	142.1655462974127	[]
163.1534545005895	139.28862377800235	[]
163.56376086266388	136.8835503726708	[]
167.62842408052393	135.22997204509934	[]
163.81163079510702	135.89245211446047	[]
163.67739252086076	135.6504272156346	[]
163.7614322222222	135.19529888888889	[]
163.59649651071075	134.9337735565116	[]
163.78705200178732	134.39849078641643	[]
163.9551777852349	133.99643058165546	[]
163.8721199581285	133.4714281685782	[]
163.85813482815507	132.98736221336267	[]
163.9135732183908	132.69702149425288	[]
163.80309092056422	132.14124979213065	[]
163.8834313696599	131.87546176536003	[]
164.01419042727866	131.42290392667226	[]
164.00150393090567	130.85379151260506	[]
164.00161847762323	130.43259586432018	[]
164.17640244710122	130.06291919442072	[]
164.38962779806047	129.54374455029472	[]
164.19520433275895	129.1170883074861	[]
164.50160744408947	128.74151450188788	[]
164.53322610003906	128.3138044509574	[]
164.58233931726906	127.86571672935645	[]
164.66401236826525	127.54441497335702	[]
164.76262422328168	127.00855191497814	[]
165.1669228508124	126.81271310192024	[]
168.90613631216655	127.56196147134744	[]
165.21387340468908	126.06871540265035	[]
165.2343946629561	125.52608709750567	[]
0.0	0.0	0
165.2798453909465	124.64166875276987	[]
165.31687721553726	124.24425741397509	[]
165.3725150699114	123.87758498132138	[]
165.29414659793815	123.54285793814434	[]
165.38652441000542	123.14378379010331	[]
165.45917042954767	122.69151667100553	[]
165.4112383014722	122.20622841353547	[]
165.49818215021602	121.98893212252132	[]
165.48776256800994	121.63969845242127	[]
