x	y	extra
232.52587206896553	128.53173892720307	[]
232.59901750423626	128.3961610530138	[]
232.58619181818182	128.3269190909091	[]
232.51095801223238	128.18337391437308	[]
232.49413196914034	128.19422993632134	[]
232.4812194503611	128.1839982482556	[]
232.49314220505272	128.17329918322295	[]
232.46697089248497	128.139399481427	[]
232.47660313725487	128.12219137254903	[]
232.4246742246642	128.001231001221	[]
232.3898528936792	127.78274048349775	[]
232.34766432098763	127.41852851851853	[]
232.32612355849238	127.53708782672541	[]
232.2891769733775	127.48252748251748	[]
232.30769291193354	127.58716036032735	[]
232.25696721466224	127.51294367659678	[]
232.27163756598242	127.47899338220918	[]
232.3480850487329	127.54789011695907	[]
232.40001	127.44328272727273	[]
232.46833358674462	127.2266181871345	[]
232.47271531400966	127.19445444444443	[]
232.51805901605695	127.06737689605215	[]
232.48582048581048	126.87988012987013	[]
232.56936522246014	126.93101166547703	[]
232.60282923714757	126.98638763563136	[]
232.42658752756273	127.14591663851746	[]
232.32489719194723	127.21266764202244	[]
232.16050382716048	127.22534748701973	[]
232.07733965644027	127.24498299781683	[]
231.92151831624514	127.21543492595124	[]
231.8152015903696	127.09959177913416	[]
231.8330061789166	126.74006394470668	[]
231.65367233188837	126.61866066133155	[]
231.55567633433034	126.35882245153428	[]
231.3641603159295	126.15265383106086	[]
231.22088166009635	126.00154307052124	[]
230.82004891050585	125.61955172070903	[]
230.71969233526505	125.58661656793304	[]
230.65496379325165	125.56093843326886	[]
230.56483956355527	125.44909144844429	[]
230.4174918554749	125.37310351004523	[]
230.42599976287474	125.18323364984852	[]
230.3527497260274	125.10057039850561	[]
230.29829370554177	124.92711918114144	[]
230.3142838761135	124.66242972239485	[]
230.3628700823045	124.64980423868313	[]
230.4301472669535	124.63717451546813	[]
230.5006201281269	124.75809419768152	[]
230.51428988576092	124.67055263565891	[]
230.6539300809307	124.7918157663126	[]
230.8187841804113	124.78396438810832	[]
230.9239493939394	124.83839383838382	[]
231.01546923006973	124.77539648075175	[]
231.13075669091643	124.6344446771749	[]
231.19869287740627	124.47305964539007	[]
231.26988976154388	124.55250065373345	[]
