x	y	extra
342.5379765379665	301.96886819421024	[]
344.73472663269393	301.53937479729603	[]
347.2414551193202	301.3665505423346	[]
337.54136503300816	302.8015018526496	[]
342.5598690919657	300.80794233553274	[]
334.2488609382247	303.25609264811294	[]
332.9665251515151	303.94470696969694	[]
340.49770812561655	301.06555861339467	[]
348.45206652283616	301.61012228867014	[]
342.32322094769506	300.42384522025884	[]
340.69857943916946	300.2736974468739	[]
332.53202579331355	302.19015205398904	[]
345.3934443186757	300.8262923341013	[]
344.31883700837847	296.32908836372593	[]
335.5837361371671	301.23883473092934	[]
337.82918733496604	299.7170310397417	[]
380.2535626463018	285.16147357838196	[(330.9539013551652, 302.2002073021081)]
335.48405648089846	301.2860268668143	[]
331.8985481386597	301.2981511409548	[]
336.78830731937325	299.2042314301626	[]
340.8373091240775	298.960386577695	[]
394.5127935794022	287.72117192533904	[(330.1676119215236, 301.64699380308633)]
330.69618575605256	301.05431593951573	[]
333.5305537853107	300.57518263025736	[]
347.27635110166375	296.7041819899555	[]
345.3915171406867	295.4860932573685	[]
339.1928000772615	298.34025529674665	[]
347.5079195306576	295.7274544008657	[]
344.76178678929966	297.48904407160285	[]
329.77364779592	298.2526853012911	[]
344.86702208980995	297.19228536032523	[]
336.5090046527851	295.8073686175147	[]
341.03391080692774	299.296965979794	[]
338.66864439590705	300.09541920212854	[]
342.3835847429144	297.81183593428636	[]
329.9972053693758	297.54174131240796	[]
333.7762041590247	296.4007207870216	[]
337.33985554799773	294.88943873216385	[]
328.7519371623672	297.1625795498229	[]
342.02180922100763	295.36034107174265	[]
327.7411618066346	297.1454656665433	[]
327.50081940964316	296.7029873980041	[]
331.0238154526455	296.644049137456	[]
337.74969534461053	296.6885263369078	[]
337.4068705293556	295.6740595203656	[]
342.91056475069416	293.30214992514783	[]
327.79527034179836	292.959780803386	[]
342.4917308259479	292.58255177460643	[]
337.8468653459119	294.14504475670304	[]
333.07742601513684	289.809406308593	[]
341.4739395392954	291.73198057684857	[]
325.47697578788063	291.11070363558554	[]
330.3981618077277	289.3296544770669	[]
336.4159970880054	291.95967700645593	[]
335.21586163092843	287.26637499202957	[]
341.66930982599587	289.1627577248579	[]
331.02825921632996	286.82402276130057	[]
339.32610286342197	288.4992667729561	[]
330.08486818847206	286.5651213144251	[]
330.88638387387385	285.8997284684684	[]
