x	y	extra
0	0	0
0	0	0
205.06456617628803	116.60201703496791	[]
206.4242707730346	116.83046716015744	[]
207.5644504512329	117.34512330737745	[]
208.5866884730421	117.67690885871704	[]
209.40414239326282	118.14572092831963	[]
210.05951300912443	118.12416065035914	[(209.28208711061473, 120.86504452605146)]
210.63732533118088	118.2426477066823	[]
210.9970139625012	118.0302603141007	[]
211.16556329654372	118.17456707232066	[(211.42057689851168, 117.21743577219354)]
211.53178842565598	118.20020436345966	[]
211.58936655539426	118.22574778422835	[]
211.7726670048309	118.32107280193236	[(210.06439077477324, 117.55516526546296)]
212.05409261287224	118.20740673390969	[(211.23471914371206, 115.75953653348589)]
212.0235898499464	118.2955376235019	[]
211.96898651493186	118.30009698173384	[]
212.01422525964608	118.13065500531863	[]
212.05494025493024	118.07822067821068	[]
211.95282007751936	118.30117279069768	[]
212.00761419674654	118.21215746366349	[]
211.8574275560042	118.24296740794153	[]
211.83758716049383	118.36960876543209	[]
212.01659995013424	118.26755890678942	[]
211.99484204134367	118.27659149105178	[]
211.90146845327192	118.4851376146613	[]
211.96863184072484	118.25942821649976	[]
212.08355719133164	118.26357810189145	[]
212.07091371218627	118.33429762286477	[(206.97098181946612, 112.72155063499144)]
211.95354302611366	118.38384256528417	[(210.7508319415124, 115.11107304435599)]
212.3165526445335	118.23221759397062	[]
212.31761469963993	118.06491430168656	[]
212.40428960057062	118.21028104136947	[]
212.4127901621364	118.21078730090605	[(211.62730450494539, 114.34852490968946)]
212.5065701825442	118.2752524415288	[]
212.6039293517995	118.14010798379498	[]
212.5486250907354	118.29150952244508	[]
212.7206713149847	118.35532345565748	[(209.6917225841821, 115.68526630322258)]
212.97530111048	118.40065375650856	[]
213.1094880478613	118.41662955907293	[]
212.93841889649272	118.50880193992967	[]
212.89536215283718	118.54625085163006	[]
213.16085507042254	118.54047948356806	[]
213.29712167560447	118.62885561106407	[]
213.16653498347029	118.61415942854444	[]
213.1202565623518	118.85719349928877	[]
213.26095752736882	118.74717874292186	[]
213.10588002096435	118.83258099294835	[(209.77804043554312, 113.84103967756981)]
213.12231490364434	118.8852418259874	[]
213.256048647343	118.85432467272899	[]
213.12255621688584	118.89985753192299	[]
